date,store_id,year,month,day,week_day,holiday,actual_holiday,weekend,oil_price,euribor,consumer_confidence,inflation_index,consumer_prices,fao,pandemic_uncertainty,daily_nonfood_sales,daily_food_sales,daily_total_sales,supplier_revenue_monthly,cogs_payment,pos_commission_rate,waste_rate,daily_salary,services,logistics,marketing,it,admin,other,insurance,taxes,rent,cash_balance,net_inflow,pred_outflow,pred_inflow
2019-01-01,S004,2019,1,1,1,1,1,0,54.90999984741211,-0.308,101.2489,102.4,110.3,100.4632197383237,0.0,7747.77,43904.05,51651.82,0.0,0.0,-361.56274,-516.5182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150773.73906,50773.73906,-3428792.362591675,6436505.323295712
2019-01-02,S004,2019,1,2,2,0,0,0,54.90999984741211,-0.30801451612903225,101.24195161290324,102.40322580645162,110.3,100.4101152963056,0.0014263433333333334,10357.07,58690.08,69047.15265744743,0.0,0.0,-483.330068602132,-690.4715265744743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218647.09012227083,67873.35106227083,-4133593.8017519675,6431629.9722354775
2019-01-03,S004,2019,1,3,3,0,0,0,55.95000076293945,-0.3080290322580645,101.23500322580645,102.40645161290323,110.3,100.35701085428752,0.002852686666666667,11015.14,62419.14,73434.2831576118,0.0,0.0,-514.0399821032827,-734.3428315761181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290832.99046620325,72185.9003439324,-4133494.181045073,6425769.930653424
2019-01-04,S004,2019,1,4,4,0,0,0,57.060001373291016,-0.30804354838709674,101.22805483870968,102.40967741935485,110.3,100.30390641226943,0.0042790300000000005,12255.32,69446.8,81702.11479731917,0.0,0.0,-571.9148035812342,-817.0211479731917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,371146.169311968,80313.17884576475,-4133321.223692167,6415595.968717778
2019-01-05,S004,2019,1,5,5,1,0,1,57.060001373291016,-0.30805806451612905,101.22110645161291,102.41290322580646,110.3,100.25080197025135,0.005705373333333334,13547.0,76766.32,90313.31532565255,0.0,0.0,-632.1932072795679,-903.1331532565256,0.0,0.0,0.0,0.0,-4000.0,-4000.0,0.0,0.0,0.0,-20000.0,431924.15827708447,60777.98896511646,-4133120.36519026,6403780.762723249
2019-01-06,S004,2019,1,6,6,1,1,1,57.060001373291016,-0.3080725806451613,101.21415806451614,102.41612903225807,110.3,100.19769752823325,0.007131716666666667,9987.37,56595.08,66582.44383522443,0.0,0.0,-466.07710684657104,-665.8244383522443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,497374.7005671101,65450.542290025616,-4133134.314486034,6404601.309533505
2019-01-07,S004,2019,1,7,0,0,0,0,57.33000183105469,-0.30808709677419355,101.20720967741936,102.41935483870968,110.3,100.14459308621517,0.008558060000000001,10033.78,56858.09,66891.87104342968,0.0,0.0,-468.2430973040078,-668.9187104342968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,563129.4098028014,65754.70923569138,-4133124.9454895095,6404050.1920908615
2019-01-08,S004,2019,1,8,1,0,0,0,58.720001220703125,-0.3081016129032258,101.20026129032259,102.42258064516129,110.3,100.09148864419707,0.009984403333333334,9675.18,54826.02,64501.19603399602,0.0,0.0,-451.50837223797214,-645.0119603399602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,626534.0855042195,63404.67570141809,-4133129.9237556807,6404343.031277397
2019-01-09,S004,2019,1,9,2,0,0,0,61.439998626708984,-0.30811612903225805,101.19331290322582,102.42580645161291,110.3,100.03838420217899,0.011410746666666667,10213.17,57874.62,68087.79285997972,0.0,0.0,-476.61455001985803,-680.8779285997972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,693464.3858855796,66930.30038136007,-4133046.1664955965,6399416.133625372
2019-01-10,S004,2019,1,10,3,0,0,0,61.68000030517578,-0.3081306451612903,101.18636451612903,102.42903225806452,110.3,99.98527976016089,0.01283709,10912.08,61835.12,72747.19898027455,0.0,0.0,-509.23039286192187,-727.4719898027455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25000.0,0.0,0.0,739974.8824831895,46510.49659760988,-4107962.5662746234,6394498.473568136
2019-01-11,S004,2019,1,11,4,0,0,0,60.47999954223633,-0.3081451612903226,101.17941612903226,102.43225806451613,110.3,99.93217531814281,0.014263433333333334,11845.45,67124.2,78969.64644079567,0.0,0.0,-552.7875250855697,-789.6964644079567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,817602.0449344916,77627.16245130214,-4107813.9562835936,6385756.709389926
2019-01-12,S004,2019,1,12,5,1,0,1,60.47999954223633,-0.30815967741935485,101.17246774193549,102.43548387096774,110.3,99.87907087612471,0.01568977666666667,10338.31,58583.75,68922.0564252755,0.0,0.0,-482.4543949769285,-689.220564252755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,885352.4264005375,67750.38146604582,-4107974.1913885856,6395182.303801196
2019-01-13,S004,2019,1,13,6,1,0,1,60.47999954223633,-0.3081741935483871,101.16551935483872,102.43870967741935,110.3,99.82596643410662,0.017116120000000002,10014.26,56747.45,66761.70784977918,0.0,0.0,-467.33195494845427,-667.6170784977918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950979.1852168704,65626.75881633293,-4108003.0566658587,6396880.261287886
2019-01-14,S004,2019,1,14,0,0,0,0,58.9900016784668,-0.30818870967741935,101.15857096774194,102.44193548387098,110.3,99.77286199208854,0.018542463333333335,9502.5,53847.5,63349.996605370856,0.0,0.0,-443.449976237596,-633.4999660537086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1013252.2318799499,62273.04666307955,-4108033.7507679756,6398685.796706506
2019-01-15,S004,2019,1,15,1,0,0,0,60.63999938964844,-0.3082032258064516,101.15162258064517,102.44516129032259,110.3,99.71975755007044,0.01996880666666667,9296.57,52680.55,61977.11805950411,0.0,0.0,-433.83982641652875,-619.7711805950411,0.0,-40000.0,-25023.626512096776,-4000.0,0.0,0.0,-5004.725302419355,0.0,0.0,0.0,1000147.3871179264,-13104.844762023593,-4105831.2787578525,6401106.576335805
2019-01-16,S004,2019,1,16,2,0,0,0,61.31999969482422,-0.30821774193548385,101.1446741935484,102.4483870967742,110.3,99.66665310805236,0.02139515,10206.35,57835.97,68042.31499755947,0.0,0.0,-476.2962049829163,-680.4231499755947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1067032.9827605274,66885.59564260097,-4105753.2737359568,6396518.045636062
2019-01-17,S004,2019,1,17,3,0,0,0,61.18000030517578,-0.30823225806451615,101.13772580645161,102.45161290322581,110.3,99.61354866603426,0.022821493333333335,10673.35,60482.3,71155.65051505777,0.0,0.0,-498.08955360540443,-711.5565051505778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1136978.9872168293,69946.00445630179,-4105734.1143598966,6395391.0235148715
2019-01-18,S004,2019,1,18,4,0,0,0,62.70000076293945,-0.3082467741935484,101.13077741935484,102.45483870967742,110.3,99.56044422401618,0.024247836666666668,11952.18,67729.04,79681.22753038243,0.0,0.0,-557.768592712677,-796.8122753038243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1215305.6338791952,78326.64666236592,-4285369.405502167,6387549.347750139
2019-01-19,S004,2019,1,19,5,1,0,1,62.70000076293945,-0.30826129032258065,101.12382903225807,102.45806451612903,110.3,99.50733978199808,0.02567418,10241.47,58034.99,68276.45309749049,0.0,0.0,-477.93517168243346,-682.7645309749049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1282421.3872740283,67115.75339483315,-4285553.833958552,6398398.080478714
