date,store_id,year,month,day,week_day,holiday,actual_holiday,weekend,oil_price,euribor,consumer_confidence,inflation_index,consumer_prices,fao,pandemic_uncertainty,daily_nonfood_sales,daily_food_sales,daily_total_sales,supplier_revenue_monthly,cogs_payment,pos_commission_rate,waste_rate,daily_salary,services,logistics,marketing,it,admin,other,insurance,taxes,rent,cash_balance,net_inflow,pred_outflow,pred_inflow
2019-01-01,S010,2019,1,1,1,1,1,0,54.90999984741211,-0.308,101.2489,102.4,110.3,100.4632197383237,0.0,4427.3,17709.19,22136.49,0.0,0.0,-199.22841,-442.72980000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121494.53179000001,21494.53179,-1805873.421229754,2783414.4565133112
2019-01-02,S010,2019,1,2,2,0,0,0,54.90999984741211,-0.30801451612903225,101.24195161290324,102.40322580645162,110.3,100.4101152963056,0.0014263433333333334,5919.25,23677.02,29596.272608610667,0.0,0.0,-266.366453477496,-591.9254521722133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150232.51249296096,28737.98070296096,-2062212.8336091223,2781715.106318659
2019-01-03,S010,2019,1,3,3,0,0,0,55.95000076293945,-0.3080290322580645,101.23500322580645,102.40645161290323,110.3,100.35701085428752,0.002852686666666667,6296.34,25185.36,31481.69867114775,0.0,0.0,-283.3352880403297,-629.633973422955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180801.24190264544,30568.729409684467,-2062151.9030533552,2779614.0526715177
2019-01-04,S010,2019,1,4,4,0,0,0,57.060001373291016,-0.30804354838709674,101.22805483870968,102.40967741935485,110.3,100.30390641226943,0.0042790300000000005,7006.33,28025.31,35031.64249388184,0.0,0.0,-315.2847824449365,-700.6328498776368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214816.9667642047,34015.72486155926,-2062038.0197624695,2775687.0426409715
2019-01-05,S010,2019,1,5,5,1,0,1,57.060001373291016,-0.30805806451612905,101.22110645161291,102.41290322580646,110.3,100.25080197025135,0.005705373333333334,7745.99,30983.96,38729.95457158408,0.0,0.0,-348.56959114425666,-774.5990914316816,0.0,0.0,0.0,0.0,-8000.0,-6000.0,0.0,0.0,0.0,-28000.0,210423.75265321284,-4393.214110991859,-2061904.937969445,2771098.0152953044
2019-01-06,S010,2019,1,6,6,1,1,1,57.060001373291016,-0.3080725806451613,101.21415806451614,102.41612903225807,110.3,100.19769752823325,0.007131716666666667,5711.54,22846.15,28557.68692107854,0.0,0.0,-257.01918228970686,-571.1537384215708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238153.2666535801,27729.514000367264,-2061927.043726688,2771860.2827864406
2019-01-07,S010,2019,1,7,0,0,0,0,57.33000183105469,-0.30808709677419355,101.20720967741936,102.41935483870968,110.3,100.14459308621517,0.008558060000000001,5738.98,22955.91,28694.887595795193,0.0,0.0,-258.25398836215675,-573.8977519159039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266016.0025090972,27862.735855517134,-2061931.9018078763,2772027.8028274165
2019-01-08,S010,2019,1,8,1,0,0,0,58.720001220703125,-0.3081016129032258,101.20026129032259,102.42258064516129,110.3,100.09148864419707,0.009984403333333334,5534.74,22138.95,27673.688754763687,0.0,0.0,-249.06319879287315,-553.4737750952737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292887.15428997274,26871.15178087554,-2061946.9880348966,2772548.017552254
2019-01-09,S010,2019,1,9,2,0,0,0,61.439998626708984,-0.30811612903225805,101.19331290322582,102.42580645161291,110.3,100.03838420217899,0.011410746666666667,5843.41,23373.65,29217.06382223068,0.0,0.0,-262.9535744000761,-584.3412764446136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,321256.92326135875,28369.76897138599,-2061896.8329068525,2770818.530378307
2019-01-10,S010,2019,1,10,3,0,0,0,61.68000030517578,-0.3081306451612903,101.18636451612903,102.42903225806452,110.3,99.98527976016089,0.01283709,6244.27,24977.07,31221.34307421599,0.0,0.0,-280.9920876679439,-624.4268614843198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22000.0,0.0,0.0,329572.84738642245,8315.924125063728,-2039847.6097202036,2769121.1791145694
2019-01-11,S010,2019,1,11,4,0,0,0,60.47999954223633,-0.3081451612903226,101.17941612903226,102.43225806451613,110.3,99.93217531814281,0.014263433333333334,6779.44,27117.74,33897.177466511035,0.0,0.0,-305.0745971985993,-677.9435493302207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,362487.0067064047,32914.15931998222,-2039751.1997405645,2765796.697058042
2019-01-12,S010,2019,1,12,5,1,0,1,60.47999954223633,-0.30815967741935485,101.17246774193549,102.43548387096774,110.3,99.87907087612471,0.01568977666666667,5917.79,23671.16,29588.94772355565,0.0,0.0,-266.3005295120008,-591.778954471113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,391217.87494597724,28730.868239572537,-2039882.393253497,2770320.6112970947
2019-01-13,S010,2019,1,13,6,1,0,1,60.47999954223633,-0.3081741935483871,101.16551935483872,102.43870967741935,110.3,99.82596643410662,0.017116120000000002,5733.2,22932.79,28665.981951486054,0.0,0.0,-257.9938375633745,-573.3196390297211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,419052.5434208702,27834.66847489296,-2039915.635619434,2771466.899777677
2019-01-14,S010,2019,1,14,0,0,0,0,58.9900016784668,-0.30818870967741935,101.15857096774194,102.44193548387098,110.3,99.77286199208854,0.018542463333333335,5441.07,21764.26,27205.32778381614,0.0,0.0,-244.84795005434526,-544.1065556763228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,445468.9166989557,26416.373278085473,-2039949.6389006265,2772639.426715352
2019-01-15,S010,2019,1,15,1,0,0,0,60.63999938964844,-0.3082032258064516,101.15162258064517,102.44516129032259,110.3,99.71975755007044,0.01996880666666667,5323.98,21295.93,26619.91640899298,0.0,0.0,-239.5792476809368,-532.3983281798596,0.0,-45000.0,-15014.175907258064,-20000.0,0.0,0.0,-8007.560483870968,0.0,0.0,0.0,383295.1191409589,-62173.79755799685,-2037414.269731473,2774071.776153059
2019-01-16,S010,2019,1,16,2,0,0,0,61.31999969482422,-0.30821774193548385,101.1446741935484,102.4483870967742,110.3,99.66665310805236,0.02139515,5845.91,23383.66,29229.569839485484,0.0,0.0,-263.06612855536935,-584.5913967897097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,411677.0314550993,28381.912314140405,-2037368.3267943957,2772487.5369435013
2019-01-17,S010,2019,1,17,3,0,0,0,61.18000030517578,-0.30823225806451615,101.13772580645161,102.45161290322581,110.3,99.61354866603426,0.022821493333333335,6114.36,24457.42,30571.779651432833,0.0,0.0,-275.14601686289546,-611.4355930286566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,441362.22949664056,29685.19804154128,-2037366.6689716736,2772430.370642745
2019-01-18,S010,2019,1,18,4,0,0,0,62.70000076293945,-0.3082467741935484,101.13077741935484,102.45483870967742,110.3,99.56044422401618,0.024247836666666668,6848.02,27392.1,34240.1240988023,0.0,0.0,-308.16111688922064,-684.802481976046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,474609.3899965776,33247.16049993703,-2102872.178718724,2769498.8619233863
2019-01-19,S010,2019,1,19,5,1,0,1,62.70000076293945,-0.30826129032258065,101.12382903225807,102.45806451612903,110.3,99.50733978199808,0.02567418,5868.79,23475.15,29343.935946323552,0.0,0.0,-264.095423516912,-586.878718926471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,503102.35180045775,28492.96180388017,-2103021.3910218743,2774644.1137561547
