date,store_id,year,month,day,week_day,holiday,actual_holiday,weekend,oil_price,euribor,consumer_confidence,inflation_index,consumer_prices,fao,pandemic_uncertainty,daily_nonfood_sales,daily_food_sales,daily_total_sales,supplier_revenue_monthly,cogs_payment,pos_commission_rate,waste_rate,daily_salary,services,logistics,marketing,it,admin,other,insurance,taxes,rent,cash_balance,net_inflow,pred_outflow,pred_inflow
2019-01-01,S007,2019,1,1,1,1,1,0,54.90999984741211,-0.308,101.2489,102.4,110.3,100.4632197383237,0.0,2582.59,23243.32,25825.91,0.0,0.0,-180.78137,-516.5182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125128.61043,25128.61043,-1833585.0211640764,3224799.216629253
2019-01-02,S007,2019,1,2,2,0,0,0,54.90999984741211,-0.30801451612903225,101.24195161290324,102.40322580645162,110.3,100.4101152963056,0.0014263433333333334,3452.26,31070.38,34522.64632047172,0.0,0.0,-241.65852424330205,-690.4529264094344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158719.14529981898,33590.534869818985,-2152168.311768725,3222283.753655796
2019-01-03,S007,2019,1,3,3,0,0,0,55.95000076293945,-0.3080290322580645,101.23500322580645,102.40645161290323,110.3,100.35701085428752,0.002852686666666667,3671.52,33043.65,36715.16154366839,0.0,0.0,-257.00613080567877,-734.3032308733679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194442.99748180833,35723.85218198935,-2152086.992173693,3219271.9168027686
2019-01-04,S007,2019,1,4,4,0,0,0,57.060001373291016,-0.30804354838709674,101.22805483870968,102.40967741935485,110.3,100.30390641226943,0.0042790300000000005,4084.77,36762.97,40847.74731054962,0.0,0.0,-285.9342311738473,-816.9549462109924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234187.85561497312,39744.85813316478,-2151947.311961299,3214098.575602982
2019-01-05,S007,2019,1,5,5,1,0,1,57.060001373291016,-0.30805806451612905,101.22110645161291,102.41290322580646,110.3,100.25080197025135,0.005705373333333334,4515.18,40636.6,45151.782489800666,0.0,0.0,-316.06247742860467,-903.0356497960133,0.0,0.0,0.0,0.0,-3500.0,-3500.0,0.0,0.0,0.0,-15000.0,256120.53997754917,21932.68436257605,-2151785.2528213616,3208096.38523495
2019-01-06,S007,2019,1,6,6,1,1,1,57.060001373291016,-0.3080725806451613,101.21415806451614,102.41612903225807,110.3,100.19769752823325,0.007131716666666667,3328.67,29958.05,33286.7267181891,0.0,0.0,-233.0070870273237,-665.734534363782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288508.52507434716,32387.985096797995,-2151794.1211524936,3208424.8419435197
2019-01-07,S007,2019,1,7,0,0,0,0,57.33000183105469,-0.30808709677419355,101.20720967741936,102.41935483870968,110.3,100.14459308621517,0.008558060000000001,3344.05,30096.47,33440.520233427545,0.0,0.0,-234.0836416339928,-668.810404668551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,321046.15126147214,32537.626187125003,-2151784.5094339694,3208068.852368557
2019-01-08,S007,2019,1,8,1,0,0,0,58.720001220703125,-0.3081016129032258,101.20026129032259,102.42258064516129,110.3,100.09148864419707,0.009984403333333334,3224.45,29020.05,32244.50263842683,0.0,0.0,-225.71151846898783,-644.8900527685366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352420.05232866143,31373.90106718931,-2151786.340171487,3208136.6574617936
2019-01-09,S007,2019,1,9,2,0,0,0,61.439998626708984,-0.30811612903225805,101.19331290322582,102.42580645161291,110.3,100.03838420217899,0.011410746666666667,3403.65,30632.89,34036.545908251064,0.0,0.0,-238.25582135775744,-680.7309181650213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,385537.61149738973,33117.55916872829,-2151717.7729473608,3205597.1306423107
2019-01-10,S007,2019,1,10,3,0,0,0,61.68000030517578,-0.3081306451612903,101.18636451612903,102.42903225806452,110.3,99.98527976016089,0.01283709,3636.48,32728.29,36364.76378459205,0.0,0.0,-254.55334649214433,-727.295275691841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18000.0,0.0,0.0,402920.5266597978,17382.915162408062,-2133649.179236282,3203056.622824593
2019-01-11,S007,2019,1,11,4,0,0,0,60.47999954223633,-0.3081451612903226,101.17941612903226,102.43225806451613,110.3,99.93217531814281,0.014263433333333334,3947.42,35526.75,39474.16227452446,0.0,0.0,-276.3191359216712,-789.4832454904893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,441328.8865529101,38408.3598931123,-2133528.897683221,3198601.750488981
2019-01-12,S007,2019,1,12,5,1,0,1,60.47999954223633,-0.30815967741935485,101.17246774193549,102.43548387096774,110.3,99.87907087612471,0.01568977666666667,3445.08,31005.71,34450.79221365882,0.0,0.0,-241.15554549561173,-689.0158442731763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,474849.5073768001,33520.62082389003,-2133653.540037068,3203218.133964799
2019-01-13,S007,2019,1,13,6,1,0,1,60.47999954223633,-0.3081741935483871,101.16551935483872,102.43870967741935,110.3,99.82596643410662,0.017116120000000002,3337.0,30033.04,33370.042773869936,0.0,0.0,-233.59029941708957,-667.4008554773987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,507318.5589957756,32469.05161897545,-2133674.213396284,3203983.8139357585
2019-01-14,S007,2019,1,14,0,0,0,0,58.9900016784668,-0.30818870967741935,101.15857096774194,102.44193548387098,110.3,99.77286199208854,0.018542463333333335,3166.39,28497.49,31663.882020565597,0.0,0.0,-221.64717414395918,-633.277640411312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,538127.516201786,30808.957206010327,-2133696.446200789,3204807.2511396445
