date,store_id,day_sin,day_cos,weekday_sin,weekday_cos,month_sin,month_cos,weekend,holiday,actual_holiday,cash_balance,net_inflow
2019-01-01,S001,0.20129852008866006,0.9795299412524945,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0,1,1,157850.037,57850.037
2019-01-02,S001,0.39435585511331855,0.9189578116202306,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0,0,0,235182.8465763287,77332.80957632871
2019-01-03,S001,0.5712682150947923,0.8207634412072763,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0,0,0,317429.24791292846,82246.40133659975
2019-01-04,S001,0.72479278722912,0.6889669190756866,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0,0,0,408935.6164859259,91506.36857299748
2019-01-05,S001,0.8486442574947509,0.5289640103269624,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,1,1,0,428086.5254505077,19150.9089645818
2019-01-06,S001,0.9377521321470804,0.3473052528448203,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,1,1,1,502658.8667461454,74572.3412956377
2019-01-07,S001,0.9884683243281114,0.1514277775045767,0.0,1.0,0.49999999999999994,0.8660254037844387,0,0,0,577577.7595146375,74918.89276849218
2019-01-08,S001,0.9987165071710528,-0.05064916883871264,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0,0,0,649819.0948724523,72241.33535781468
2019-01-09,S001,0.9680771188662043,-0.2506525322587204,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0,0,0,726077.4158751327,76258.32100268037
2019-01-10,S001,0.8978045395707416,-0.4403941515576344,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0,0,0,727554.2815332637,1476.8656581311225
2019-01-11,S001,0.7907757369376989,-0.6121059825476626,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0,0,0,816000.2785463338,88445.99701307002
2019-01-12,S001,0.6513724827222223,-0.758758122692791,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,1,1,0,893192.9747419591,77192.69619562532
2019-01-13,S001,0.48530196253108104,-0.8743466161445821,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,1,1,0,967966.0861335628,74773.1113916036
2019-01-14,S001,0.29936312297335804,-0.9541392564000488,0.0,1.0,0.49999999999999994,0.8660254037844387,0,0,0,1038918.076730932,70951.99059736938
2019-01-15,S001,0.10116832198743272,-0.994869323391895,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0,0,0,945280.466430442,-93637.61030049004
2019-01-16,S001,-0.10116832198743204,-0.9948693233918952,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0,0,0,1021487.8620280812,76207.39559763929
2019-01-17,S001,-0.2993631229733582,-0.9541392564000488,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0,0,0,1101182.190604946,79694.3285768647
2019-01-18,S001,-0.4853019625310808,-0.8743466161445822,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0,0,0,1190425.1598381295,89242.96923318358
2019-01-19,S001,-0.651372482722222,-0.7587581226927911,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,1,1,0,1266894.7957086605,76469.63587053097
2019-01-20,S001,-0.7907757369376986,-0.6121059825476627,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,1,1,0,1339622.0060542035,72727.21034554302
2019-01-21,S001,-0.8978045395707417,-0.44039415155763423,0.0,1.0,0.49999999999999994,0.8660254037844387,0,0,0,1413911.9255654842,74289.91951128074
2019-01-22,S001,-0.9680771188662041,-0.2506525322587213,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0,0,0,1484878.5774929123,70966.65192742832
2019-01-23,S001,-0.9987165071710528,-0.05064916883871355,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0,0,0,1561875.3979847112,76996.82049179864
2019-01-24,S001,-0.9884683243281114,0.15142777750457667,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0,0,0,1641124.450350015,79249.0523653038
2019-01-25,S001,-0.9377521321470804,0.3473052528448203,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0,0,0,1742653.2025621508,101528.7522121358
2019-01-26,S001,-0.8486442574947509,0.5289640103269624,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,1,1,0,1832145.3938077176,89492.1912455668
2019-01-27,S001,-0.72479278722912,0.6889669190756865,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,1,1,0,1916294.7646592264,84149.37085150911
2019-01-28,S001,-0.5712682150947924,0.8207634412072763,0.0,1.0,0.49999999999999994,0.8660254037844387,0,0,0,2000751.7543060195,84456.98964679279
2019-01-29,S001,-0.3943558551133187,0.9189578116202306,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0,0,0,2081969.7786718053,81218.024365786
2019-01-30,S001,-0.20129852008866114,0.9795299412524943,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0,0,0,2170022.6162123,88052.83754049429
2019-01-31,S001,-2.4492935982947064e-16,1.0,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0,0,0,2037015.4203142268,-133007.19589807303
2019-02-01,S001,0.20129852008866006,0.9795299412524945,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,0,0,0,2128521.417814886,91505.99750065913
2019-02-02,S001,0.39435585511331855,0.9189578116202306,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,1,1,0,2206214.5378966453,77693.12008175948
2019-02-03,S001,0.5712682150947923,0.8207634412072763,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,1,1,0,2279511.4660769743,73296.92818032889
2019-02-04,S001,0.72479278722912,0.6889669190756866,0.0,1.0,0.8660254037844386,0.5000000000000001,0,0,0,2353207.936542272,73696.47046529748
2019-02-05,S001,0.8486442574947509,0.5289640103269624,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,0,0,0,2341146.662085735,-12061.274456537016
2019-02-06,S001,0.9377521321470804,0.3473052528448203,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,0,0,0,2418225.3142044097,77078.652118675
2019-02-07,S001,0.9884683243281114,0.1514277775045767,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,0,0,0,2496860.4500412517,78635.13583684148
2019-02-08,S001,0.9987165071710528,-0.05064916883871264,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,0,0,0,2584151.7580402237,87291.30799897198
2019-02-09,S001,0.9680771188662043,-0.2506525322587204,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,1,1,0,2662119.344686382,77967.58664615874
2019-02-10,S001,0.8978045395707416,-0.4403941515576344,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,1,1,0,2737451.202910441,75331.85822405915
2019-02-11,S001,0.7907757369376989,-0.6121059825476626,0.0,1.0,0.8660254037844386,0.5000000000000001,0,0,0,2810596.338247193,73145.13533675205
2019-02-12,S001,0.6513724827222223,-0.758758122692791,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,0,0,0,2881720.8347788835,71124.49653169053
2019-02-13,S001,0.48530196253108104,-0.8743466161445821,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,0,0,0,2958162.5691149025,76441.73433601887
2019-02-14,S001,0.29936312297335804,-0.9541392564000488,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,0,0,0,3037096.0748531343,78933.50573823163
2019-02-15,S001,0.10116832198743272,-0.994869323391895,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,0,0,0,2961556.030978288,-75540.0438748464
2019-02-16,S001,-0.10116832198743204,-0.9948693233918952,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,1,1,0,3038340.007969565,76783.97699127719
2019-02-17,S001,-0.2993631229733582,-0.9541392564000488,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,1,1,0,3113619.2484436766,75279.24047411139
2019-02-18,S001,-0.4853019625310808,-0.8743466161445822,0.0,1.0,0.8660254037844386,0.5000000000000001,0,0,0,3186493.5554687195,72874.30702504283
2019-02-19,S001,-0.651372482722222,-0.7587581226927911,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,0,0,0,3255494.923805753,69001.36833703319
2019-02-20,S001,-0.7907757369376986,-0.6121059825476627,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,0,0,0,3332316.4891962614,76821.56539050846
2019-02-21,S001,-0.8978045395707417,-0.44039415155763423,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,0,0,0,3412334.6091002324,80018.11990397112
2019-02-22,S001,-0.9680771188662041,-0.2506525322587213,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,0,0,0,3499969.42450028,87634.8154000478
2019-02-23,S001,-0.9987165071710528,-0.05064916883871355,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,1,1,0,3577952.1347618587,77982.71026157857
2019-02-24,S001,-0.9884683243281114,0.15142777750457667,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,1,1,0,3653159.023323946,75206.88856208761
2019-02-25,S001,-0.9377521321470804,0.3473052528448203,0.0,1.0,0.8660254037844386,0.5000000000000001,0,0,0,3737946.537825719,84787.5145017727
2019-02-26,S001,-0.8486442574947509,0.5289640103269624,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,0,0,0,3818633.044961646,80686.5071359272
2019-02-27,S001,-0.72479278722912,0.6889669190756865,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,0,0,0,3906294.7979875514,87661.75302590423
2019-02-28,S001,-0.5712682150947924,0.8207634412072763,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,0,0,0,3773569.766266894,-132725.03172065652
2019-03-01,S001,0.20129852008866006,0.9795299412524945,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,0,0,0,3863736.559293164,90166.79302627008
2019-03-02,S001,0.39435585511331855,0.9189578116202306,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17,1,1,0,3940742.226257364,77005.66696419993
2019-03-03,S001,0.5712682150947923,0.8207634412072763,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17,1,1,0,4014873.3079129234,74131.08165555968
2019-03-04,S001,0.72479278722912,0.6889669190756866,0.0,1.0,1.0,6.123233995736766e-17,0,0,0,4086331.567826064,71458.25991314066
2019-03-05,S001,0.8486442574947509,0.5289640103269624,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,0,0,0,4074092.7899694126,-12238.777856651132
2019-03-06,S001,0.9377521321470804,0.3473052528448203,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17,0,0,0,4151705.937026883,77613.14705747027
2019-03-07,S001,0.9884683243281114,0.1514277775045767,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,0,0,0,4234031.927542014,82325.99051513133
2019-03-08,S001,0.9987165071710528,-0.05064916883871264,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,0,0,0,4322770.689578615,88738.76203660069
2019-03-09,S001,0.9680771188662043,-0.2506525322587204,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17,1,1,0,4401473.347974118,78702.65839550311
2019-03-10,S001,0.8978045395707416,-0.4403941515576344,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17,1,1,0,2703122.4150773827,-1698350.932896735
2019-03-11,S001,0.7907757369376989,-0.6121059825476626,0.0,1.0,1.0,6.123233995736766e-17,0,0,0,2775032.088040278,71909.67296289498
2019-03-12,S001,0.6513724827222223,-0.758758122692791,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,0,0,0,2846412.6346335774,71380.5465932994
2019-03-13,S001,0.48530196253108104,-0.8743466161445821,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17,0,0,0,2924728.720777136,78316.08614355774
2019-03-14,S001,0.29936312297335804,-0.9541392564000488,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,0,0,0,3005309.963149364,80581.24237222895
2019-03-15,S001,0.10116832198743272,-0.994869323391895,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,0,0,0,2639384.195408767,-365925.76774059713
2019-03-16,S001,-0.10116832198743204,-0.9948693233918952,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17,1,1,0,2713763.4829488304,74379.28754006319
2019-03-17,S001,-0.2993631229733582,-0.9541392564000488,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17,1,1,0,2788880.772594046,75117.28964521558
2019-03-18,S001,-0.4853019625310808,-0.8743466161445822,0.0,1.0,1.0,6.123233995736766e-17,0,0,0,2861530.5520113995,72649.77941735351
2019-03-19,S001,-0.651372482722222,-0.7587581226927911,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,0,0,0,2932154.1473806337,70623.59536923408
2019-03-20,S001,-0.7907757369376986,-0.6121059825476627,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17,0,0,0,3008750.062137939,76595.91475730516
2019-03-21,S001,-0.8978045395707417,-0.44039415155763423,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,0,0,0,3086947.4313874445,78197.36924950549
2019-03-22,S001,-0.9680771188662041,-0.2506525322587213,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,0,0,0,2605558.747572545,-481388.6838148993
2019-03-23,S001,-0.9987165071710528,-0.05064916883871355,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17,1,1,0,2683459.565576753,77900.81800420796
2019-03-24,S001,-0.9884683243281114,0.15142777750457667,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17,1,1,0,2759369.7953158966,75910.22973914356
2019-03-25,S001,-0.9377521321470804,0.3473052528448203,0.0,1.0,1.0,6.123233995736766e-17,0,0,0,2842252.5803145925,82882.78499869567
2019-03-26,S001,-0.8486442574947509,0.5289640103269624,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,0,0,0,2922854.3033496654,80601.72303507284
2019-03-27,S001,-0.72479278722912,0.6889669190756865,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17,0,0,0,3010298.8970021587,87444.59365249347
2019-03-28,S001,-0.5712682150947924,0.8207634412072763,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,0,0,0,3104327.2709526448,94028.3739504863
2019-03-29,S001,-0.3943558551133187,0.9189578116202306,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,0,0,0,3206783.148428976,102455.8774763308
2019-03-30,S001,-0.20129852008866114,0.9795299412524943,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17,1,1,0,3295061.3744488056,88278.22601983017
2019-03-31,S001,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17,1,1,0,3154554.24349262,-140507.1309561858
2019-04-01,S001,0.20129852008866006,0.9795299412524945,0.0,1.0,0.8660254037844387,-0.4999999999999998,0,0,0,3227148.496336041,72594.2528434218
2019-04-02,S001,0.39435585511331855,0.9189578116202306,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998,0,0,0,2591259.5200502737,-635888.9762857679
2019-04-03,S001,0.5712682150947923,0.8207634412072763,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-0.4999999999999998,0,0,0,2666942.672016005,75683.15196573063
2019-04-04,S001,0.72479278722912,0.6889669190756866,0.43388373911755823,-0.900968867902419,0.8660254037844387,-0.4999999999999998,0,0,0,2747054.1990177813,80111.5270017767
2019-04-05,S001,0.8486442574947509,0.5289640103269624,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,0,0,0,2752972.088474101,5917.889456319528
2019-04-06,S001,0.9377521321470804,0.3473052528448203,-0.9749279121818236,-0.2225209339563146,0.8660254037844387,-0.4999999999999998,1,1,0,2828463.442200296,75491.35372619536
2019-04-07,S001,0.9884683243281114,0.1514277775045767,-0.7818314824680299,0.6234898018587334,0.8660254037844387,-0.4999999999999998,1,1,0,2902765.0876342566,74301.64543396045
2019-04-08,S001,0.9987165071710528,-0.05064916883871264,0.0,1.0,0.8660254037844387,-0.4999999999999998,0,0,0,2975334.4056801787,72569.31804592222
